"s_class","species","countrycode","decimallatitude","decimallongitude","row_count_2000","row_count_2001","row_count_2002","row_count_2003","row_count_2004","row_count_2005","row_count_2006","row_count_2007","row_count_2008","row_count_2009","row_count_2010","row_count_2011","row_count_2012","row_count_2013","row_count_2014","row_count_2015","row_count_2016","row_count_2017"
"Aves","Melanocharis versteri","PG","-54.8","141.65","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Parotia carolae","PG","-54.8","141.65","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pygarrhichas albogularis","AR","-41.953333","-71.398333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Diuca diuca","AR","-41.953333","-71.398333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Tachycineta leucopyga","AR","-41.953333","-71.398333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Anairetes parulus","AR","-41.953333","-71.398333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cinclodes patagonicus","AR","-41.953333","-71.398333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Asthenes pyrrholeuca","AR","-41.953333","-71.398333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Troglodytes musculus","AR","-41.953333","-71.398333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Glaucidium nana","AR","-41.953333","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Asthenes pyrrholeuca","AR","-41.953333","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Campephilus magellanicus","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Patagioenas araucana","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Scytalopus magellanicus","AR","-41.79","-71.563333","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pygarrhichas albogularis","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phytotoma rara","AR","-41.79","-71.563333","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Sephanoides sephanoides","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Curaeus curaeus","AR","-41.79","-71.563333","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Asthenes pyrrholeuca","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Sylviorthorhynchus desmursii","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Upucerthia dumetaria","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Zonotrichia capensis","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Spinus atriceps","AR","-41.79","-71.563333","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lessonia rufa","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Xiphorhynchus fuscus","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Leptasthenura aegithaloides","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Scelorchilus rubecula","AR","-41.79","-71.563333","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Diuca diuca","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pteroptochos tarnii","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Colorhamphus parvirostris","AR","-41.79","-71.563333","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Strix rufipes","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Turdus falcklandii","AR","-41.79","-71.563333","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Troglodytes musculus","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Elaenia albiceps","AR","-41.79","-71.563333","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Oreotrochilus leucopleurus","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Picoides lignarius","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Colaptes pitius","AR","-41.79","-71.563333","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phrygilus patagonicus","AR","-41.79","-71.563333","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Aphrastura spinicauda","AR","-41.79","-71.563333","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Callipepla californica","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Anairetes parulus","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Xolmis pyrope","AR","-41.79","-71.563333","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Tachycineta leucopyga","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Muscisaxicola maclovianus","AR","-41.79","-71.563333","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Mimus patagonicus","AR","-41.111667","-70.376667","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Falco sparverius","AR","-41.111667","-70.376667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Knipolegus aterrimus","AR","-41.111667","-70.376667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pseudoseisura gutturalis","AR","-41.111667","-70.376667","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Upucerthia dumetaria","AR","-41.111667","-70.376667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Eremobius phoenicurus","AR","-41.111667","-70.376667","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Tyto alba","AR","-41.111667","-70.376667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Glaucidium nana","AR","-41.111667","-70.376667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Leptasthenura aegithaloides","AR","-41.111667","-70.376667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Molothrus bonariensis","AR","-41.111667","-70.376667","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cyanoliseus patagonus","AR","-41.111667","-70.376667","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lessonia rufa","AR","-41.111667","-70.376667","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phrygilus fruticeti","AR","-41.111667","-70.376667","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Sturnella loyca","AR","-41.111667","-70.376667","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Zenaida auriculata","AR","-41.111667","-70.376667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Myiarchus swainsoni","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Poospiza torquata","AR","-40.826667","-65.11","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Speotyto cunicularia","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Anairetes parulus","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Synallaxis albescens","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phytotoma rutila","AR","-40.826667","-65.11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pipraeidea bonariensis","AR","-40.826667","-65.11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Molothrus bonariensis","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Progne elegans","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Stigmatura budytoides","AR","-40.826667","-65.11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cranioleuca pyrrhophia","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Upucerthia certhioides","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Furnarius rufus","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Sicalis luteola","AR","-40.826667","-65.11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Zonotrichia capensis","AR","-40.826667","-65.11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Asthenes baeri","AR","-40.826667","-65.11","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Knipolegus hudsoni","AR","-40.826667","-65.11","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Mimus triurus","AR","-40.826667","-65.11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Serpophaga subcristata","AR","-40.826667","-65.11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Xolmis coronatus","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Teledromas fuscus","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Poospiza ornata","AR","-40.826667","-65.11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Patagioenas maculosa","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Eudromia elegans","AR","-40.826667","-65.11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Diglossa carbonaria","AR","-40.776667","-65.201667","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","","AR","-40.776667","-65.201667","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pyrocephalus rubinus","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Progne elegans","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phytotoma rutila","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Mimus triurus","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Sicalis luteola","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Saltator aurantiirostris","AR","-40.776667","-65.201667","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Stigmatura budytoides","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Serpophaga subcristata","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Poospiza ornata","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Knipolegus hudsoni","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Xolmis coronatus","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Agriornis murinus","AR","-40.776667","-65.201667","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Agriornis micropterus","AR","-40.776667","-65.201667","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthiza apicalis","AU","-39.35","117.55","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phylidonyris novaehollandiae","AU","-39.35","117.55","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthiza inornata","AU","-39.35","117.55","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Tadorna variegata","NZ","-38.2327","175.3107","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Aves","","NZ","-38.1503","175.2084","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Aves","Tadorna variegata","NZ","-38.0562","175.1304","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Aves","Emberiza citrinella","NZ","-37.8525","175.04998","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Aves","Acridotheres tristis","NZ","-37.852","175.049","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"Aves","Emberiza citrinella","NZ","-37.852","175.049","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"Aves","Philesturnus carunculatus","NZ","-37.85","176.966667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Polytelis swainsonii","AU","-34.7","146.05","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Neophema elegans","AU","-34.566667","117.616667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Eopsaltria griseogularis","AU","-34.566667","117.616667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Platycercus icterotis","AU","-34.566667","117.616667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Petroica multicolor","AU","-34.566667","116.35","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Eopsaltria georgiana","AU","-34.566667","116.35","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Daphoenositta chrysoptera","AU","-34.533333","117.583333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthiza chrysorrhoa","AU","-34.533333","117.583333","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Platycercus icterotis","AU","-34.533333","117.583333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lichmera indistincta","AU","-34.533333","117.583333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Gerygone fusca","AU","-34.533333","117.583333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-34.533333","117.583333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pachycephala pectoralis","AU","-34.533333","117.583333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Zosterops lateralis","AU","-34.283333","116.05","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phylidonyris novaehollandiae","AU","-34.283333","116.05","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Melithreptus lunatus","AU","-34.283333","116.05","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Anthochaera carunculata","AU","-34.283333","116.05","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthiza apicalis","AU","-34.283333","116.05","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-34.283333","116.05","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Malurus elegans","AU","-34.283333","116.05","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Manorina flavigula","AU","-34.25","117.4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pardalotus striatus","AU","-34.25","117.4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","","AU","-34.25","117.4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Myzomela obscura","AU","-34.25","117.4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cuculus pallidus","AU","-34.25","117.4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Petroica goodenovii","AU","-34.25","117.4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Artamus cinereus","AU","-34.25","117.4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-34.083333","117.3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Malurus splendens","AU","-34.083333","117.3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthiza apicalis","AU","-34.05","115.633333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Daphoenositta chrysoptera","AU","-34.05","115.633333","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-34.05","115.633333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Melithreptus lunatus","AU","-34.05","115.633333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Ptilonorhynchus violaceus","AU","-33.716667","151.066667","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Zosterops lateralis","AU","-33.55","115.883333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Rhipidura fuliginosa","AU","-33.55","115.883333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthiza apicalis","AU","-33.55","115.883333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pachycephala pectoralis","AU","-33.55","115.883333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Anthochaera carunculata","AU","-33.283333","116.05","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cacatua roseicapilla","AU","-32.933333","117.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pachycephala rufiventris","AU","-32.933333","117.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lichenostomus leucotis","AU","-32.933333","117.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthiza uropygialis","AU","-32.933333","117.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-32.933333","117.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Gerygone fusca","AU","-32.933333","117.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Melithreptus brevirostris","AU","-32.933333","117.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pachycephala pectoralis","AU","-32.933333","117.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cacatua roseicapilla","AU","-32.2","117.683333","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Smicrornis brevirostris","AU","-32.2","117.683333","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-32.2","117.683333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","","AU","-32.2","117.683333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Tyto alba","AU","-31.816667","147.733333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pardalotus striatus","AU","-30.45","116.4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Rhipidura fuliginosa","AU","-30.45","116.4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Manorina flavigula","AU","-30.45","116.4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cacatua roseicapilla","AU","-30.45","116.4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-30.45","116.4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Smicrornis brevirostris","AU","-30.066667","116.65","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Rhipidura fuliginosa","AU","-30.066667","116.65","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Colluricincla harmonica","AU","-30.066667","116.65","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthiza apicalis","AU","-30.066667","116.65","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pomatostomus superciliosus","AU","-30.066667","116.65","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lichenostomus virescens","AU","-30.066667","116.65","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pachycephala rufiventris","AU","-30.066667","116.65","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Calyptorhynchus funereus","AU","-29.933333","153.066667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Sterna fuscata","AU","-29.85","153.266667","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Gallinula tenebrosa","AU","-29.658056","152.946111","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phalacrocorax sulcirostris","AU","-29.433333","142.016667","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pachycephala rufiventris","AU","-29.3","117.416667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Smicrornis brevirostris","AU","-29.3","117.416667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Petrochelidon nigricans","AU","-29.183333","116.116667","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Artamus minor","AU","-29.183333","116.116667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-28.966667","117.766667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Aphelocephala leucopsis","AU","-28.966667","117.766667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Anthochaera carunculata","AU","-28.966667","117.766667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Manorina flavigula","AU","-28.966667","117.766667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Colluricincla harmonica","AU","-28.966667","117.766667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Nycticorax caledonicus","AU","-28.933333","153.366667","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-28.916667","114.716667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Eudynamys scolopaceus","AU","-28.75","125.983333","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Rallus philippensis","AU","-28.65","153.35","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lichenostomus penicillatus","AU","-28.583333","114.733333","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Sterna fuscata","AU","-28.533333","153.333333","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pachycephala rufiventris","AU","-28.416667","114.716667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lalage sueurii","AU","-28.35","115.566667","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Barnardius zonarius","AU","-28.35","115.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cracticus torquatus","AU","-28.35","115.566667","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Acanthagenys rufogularis","AU","-28.35","115.566667","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Calyptorhynchus banksii","AU","-28.233333","117.45","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Pomatostomus superciliosus","AU","-28.233333","117.45","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cracticus nigrogularis","AU","-28.233333","117.45","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Dicaeum hirundinaceum","AU","-28.233333","117.45","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lichenostomus virescens","AU","-28.233333","117.45","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Rhipidura leucophrys","AU","-28.233333","117.45","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Cracticus torquatus","AU","-28.233333","117.45","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phylidonyris niger","AU","-27.866667","114.2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lichmera indistincta","AU","-27.866667","114.2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Phylidonyris albifrons","AU","-27.866667","114.2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Lichenostomus virescens","AU","-27.866667","114.2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aves","Malurus splendens","AU","-27.866667","114.2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
