HUC	Watershed	WETLNDSPCT	UINDEX	RIPFOR	AGSL	FORPCT	IMPLCPCT	TOTALP	TOTALN	RDDENS	STRD	NITRATEGW	NITRODEP	SULFURDEP	PARTMAT2.5	PRLOINC	PR0.4	PR65P	PRPOV65	PRAGFM	PRMINE	PCIHUC	POPDENS	POPGROWTH	INDTHPTH	NBLDPM97	NTCMPPLM	OZONEDV	GYPSYMOTH	PSOIL	EDGE65	EDGE2	INT2	TERREXOTIC	MIGSCENARIO	RIPAG	AQUAEXOTIC	AQUANATIVE	AQUATE	TERRNATIVE	TERRTE	DAMS	UVB	FUNGICIDE	HERBICIDE	INSECTICIDE	SOFTCHIPMIL	HARDCHIPMIL	INT250	STRM303DPCT	TRISUMTC	HOUSEBEF79
2070001	SOUTH BRANCH POTOMAC	0.1088	18.2302	77.2044	10.2346	81.661	1.7564	0.3833	2.9726	11.51663551	0.09677468	0.113984602	7.08837	9.06566	15.0015	0.38299	0.05869	0.15862	0.02414	0.14233	0.0124	17875.03294	20.95747636	1.004313693	29.63991	0.178131324	13.84897009	84.3915	1.65E-08	17.25	73.98893391	18.41290369	78.27112155	12	25	19.9839621	19	46	0	354	3	0	2318.94	0.0113	0.0303	0.0109	51423.1492	1772661.148	59.1598	10.9	0	57.90584071
2070002	NORTH BRANCH POTOMAC	0.3504	16.7188	82.347	7.1518	82.9308	2.3987	0.3501	2.8184	16.1817523	0.10900613	0.026038483	8.34172	11.936	15.3739	0.35516	0.05272	0.16969	0.01671	0.02801	0.00569	19238.43354	85.57113647	0.114415963	26.25604	0.271447835	1.963716404	85.2496	6.09E-07	12.61	82.16261318	22.63055893	73.9663302	13	14	11.4151463	20	43	0	346	2	1.681082	2246.01	0.0059	0.0518	0.0138	702.6308	1678412.188	55.4644	20.31	7503.2	75.74466664
2070003	CACAPON-TOWN	0.1014	14.5334	87.3767	6.8549	85.3652	1.8886	0.3487	2.8492	13.28914215	0.08970914	0.146798969	7.57175	9.21618	15.4019	0.3657	0.05962	0.15314	0.01936	0.09835	0.00528	17162.43726	22.61904904	1.563727377	19.04767	0.039314885	18.43753867	84.7285	4.78E-07	13.32	77.07145445	18.67325313	78.49527324	13	19	10.7491191	15	46	0	324	2	0	2267.68	0.0406	0.0455	0.0173	-31650.9568	1086373.682	62.1397	4.65	0	69.23943691
2070004	CONOCOCHEAGUE-OPEQUON	0.547	49.3145	59.5403	9.6238	50.1385	2.5773	0.6577	3.9206	20.63141521	0.09655772	0.83610227	8.58388	9.70947	15.6697	0.23926	0.06289	0.13698	0.01153	0.0392	0.00243	23045.05551	192.2979628	1.350915003	55.5545	0.672638749	2.002472197	85.9934	6.84E-07	45.57	64.98932193	27.02546085	62.08460656	14	5	31.9361574	18	52	0	330	1	0.828724	2263.22	0.1677	0.2728	0.0847	-241392.5643	2236580.659	26.4001	13.42	593.32	63.15425372
2070005	SOUTH FORK SHENANDOAH	0.2259	41.7435	62.4382	12.2983	58.0294	2.9072	0.5813	3.6715	18.20281323	0.0943888	0.511183421	6.95363	7.34959	14.8259	0.26221	0.05769	0.13763	0.01214	0.05886	0.00182	21454.80893	135.2896012	1.548017225	21.78436	0.892880911	2.228091119	83.9333	4.36E-09	37.55	52.29040095	18.25601375	74.60795197	11	7	28.0900524	19	39	0	345	0	0	2418.05	0.0128	0.1359	0.0598	92623.3892	1737029.514	38.8343	44.01	173.05	65.09869644
2070006	NORTH FORK SHENANDOAH	0.1002	36.2896	71.249	10.5283	63.6102	2.3774	0.5219	3.4765	16.85361862	0.10468316	0.696590817	7.01492	7.58365	15.1146	0.26519	0.05686	0.14684	0.01281	0.06624	0.00159	21333.56313	69.83823418	1.621497234	16.55575	0.471500896	6.006321514	84.0111	3.11E-08	33.46	64.63891163	19.94714934	74.02611601	11	8	24.1272889	18	35	0	316	1	0	2414.04	0.0544	0.1362	0.0687	17375.9974	1003769.68	42.4516	16.39	0	60.45558862
2070007	SHENANDOAH	0.5571	54.8038	53.908	6.1712	44.6392	2.2552	0.6578	3.9677	23.60590942	0.08116944	0.706667371	7.66786	8.28086	15.5206	0.21018	0.06125	0.12175	0.01137	0.06212	0.00315	26320.5454	140.1922461	1.529878172	18.83043	0.204321949	2.832302684	84.8144	1.86E-08	50.99	53.62431057	26.7743281	60.35244734	12	0	29.8955208	17	42	0	313	1	0	2309.54	0.1312	0.2394	0.1131	-44525.7316	717914.7966	22.4502	21.86	124.76	59.39735789
2070008	MIDDLE POTOMAC-CATOCTIN	1.6458	58.3065	53.7523	11.7586	40.0476	5.1699	0.6866	4.033	27.0174073	0.09081553	0.340640565	9.14738	9.9053	15.7023	0.08536	0.07449	0.09238	0.00484	0.01671	0.00117	41527.71179	686.3979038	2.612998088	14.44659	0.534698141	0.377791973	87.1423	4.13E-08	47.74	50.57454126	39.84986275	39.79805337	14	0	29.8636552	22	60	0	330	1	0	2340.03	0.0397	0.2638	0.043	-217289.7781	213337.2267	9.7887	15.53	13775.09	55.33515878
2070009	MONOCACY	1.3382	66.9642	40.0754	14.4568	31.6976	2.2591	0.7948	4.4097	21.47799578	0.09383948	0.567092242	10.3265	11.8895	15.9425	0.14475	0.0689	0.10582	0.00574	0.04061	0.00086	29264.852	271.7010257	2.555761698	8.32913	0.354507801	0.872774146	90.0625	2.42E-07	63.49	43.94779898	30.77985391	44.60913019	13	0	45.7084556	14	38	0	284	1	0	2299.16	0.131	0.5017	0.0631	-126370.9836	290501.7064	10.5013	12.99	259.42	55.04165127
2070010	MIDDLE POTOMAC-ANACOSTIA-OCCOQUAN	1.5138	53.9395	59.9876	2.6237	44.5467	16.5694	0.6784	3.9105	47.53037724	0.11142074	0.368203091	9.69345	11.2883	15.5414	0.13047	0.06781	0.09103	0.00727	0.01132	0.00084	37711.93366	2317.159158	1.150112716	84.08505	0.831425073	0.465413121	88.5758	4.83E-09	19.52	55.8600517	42.60404543	36.12927729	14	0	14.4547886	25	69	0	331	2	0.6935584	2421.02	0.0144	0.1045	0.0194	-269614.024	214528.0809	8.3422	22.13	230.45	69.93195554
2070011	LOWER POTOMAC	6.1454	30.2418	61.2039	1.6461	63.5852	3.8667	0.5467	3.3246	21.2452857	0.04007472	0.323127286	7.94938	10.6762	14.825	0.13666	0.07393	0.08065	0.00631	0.02642	0.00102	26460.49945	241.2507535	2.393778287	33.72158	0.627105277	2.814181897	89.0641	0	21.88	76.9675215	35.10625644	56.4217763	14	4	7.0677482	16	56	1	314	2	0.2865535	2442.4	0.0232	0.2173	0.0332	258184.2318	1113724.092	18.7372	20.28	120.27	49.30279766
2080102	GREAT WICOMICO-PIANKATANK	10.5351	23.0393	48.6043	0.376	66.3597	2.178	0.5231	3.1526	17.81183378	0.02175532	0.260455789	7.30389	9.90568	13.7197	0.27468	0.04939	0.18723	0.01586	0.07405	0.00155	23928.6842	81.9166891	1.322466688	26.0804	0.599595202	5.720845717	87.3965	0	18.55	78.31135579	29.52455649	64.06383775	9	5	5.9057692	8	37	0	285	4	0	2549.81	0.0201	0.3317	0.0424	229280.4636	919154.6479	23.5334	6.38	0	56.3259886
2080103	RAPIDAN-UPPER RAPPAHANNOCK	0.2384	38.5112	65.7114	10.0153	61.2501	1.8474	0.5323	3.5153	15.11865469	0.05971707	0.033904068	7.01102	7.21734	15.0343	0.20018	0.06282	0.12574	0.01062	0.08822	0.0023	25612.75953	67.33630633	1.845097044	15.90185	0.460326595	4.780779961	84.3245	9.39E-09	36.23	63.45514129	28.01053939	63.4660396	11	2	30.4293158	24	44	1	297	1	0.3623451	2447.48	0.0258	0.1275	0.0515	395396.7914	2464609.621	32.1699	3.72	505.23	53.27301664
2080104	LOWER RAPPAHANNOCK	6.1559	33.3343	55.6832	1.7429	60.4886	2.9449	0.6293	3.5472	17.76372511	0.02461348	0.215367554	7.34088	9.19284	14.3537	0.19496	0.0666	0.11623	0.00913	0.0285	0.00074	24842.71635	133.9807232	3.320896196	74.29176	1.319613028	3.560328423	87.5547	0	26.13	77.38968566	34.8504089	56.79806508	10	2	7.0336845	17	59	0	299	2	0	2493.37	0.0209	0.3417	0.0579	520020.1429	1522593.53	19.3891	7.64	1.18	55.58097719
2080105	MATTAPONI	6.6329	23.8404	59.8276	1.7382	69.5133	2.0259	0.5189	3.1864	15.10976369	0.02518751	0.068572447	7.43996	8.59136	14.4147	0.21894	0.06788	0.1113	0.01011	0.03418	0.0022	23828.08319	62.20243065	2.634403106	19.01618	0.92989034	4.935024309	86.671	0	19.95	84.61960289	33.54914628	60.78956696	9	3	5.4497561	16	60	1	275	1	0.819937	2494.73	0.0208	0.2399	0.038	432103.899	1139799.599	26.4503	3.91	0	38.19993527
2080106	PAMUNKEY	5.1924	28.7499	61.0168	2.4874	66.0573	2.1741	0.5085	3.2368	15.11882515	0.02621791	0.012167633	7.10909	7.88201	14.473	0.20096	0.06346	0.11673	0.0097	0.04444	0.00452	25145.01752	69.81719677	3.015054831	24.79739	0.832738069	5.449571343	85.8673	0	24.18	81.76459092	33.25436638	60.11474363	10	4	9.6401917	20	63	1	282	1	0.2551374	2504.23	0.0228	0.1966	0.0346	799711.0624	1942701.878	26.9883	5.24	6168.39	45.46749704
2080107	YORK	10.3017	23.1852	40.2249	0.705	66.5106	4.0033	0.5308	3.1888	20.34015027	0.03110044	0.442805509	7.72979	9.8636	13.5814	0.19081	0.05779	0.11818	0.00769	0.0388	0.00089	25660.39399	173.4836847	2.107796401	13.67526	0.438954629	1.670351848	86.861	0	15.78	81.01559683	32.9659568	60.02395934	11	3	3.3736757	9	36	0	281	2	0	2549.8	0.0108	0.1848	0.0235	136801.7376	465865.3129	18.1363	7.74	250.5	45.8252715
2080108	LYNNHAVEN-POQUOSON	9.945	60.2053	19.822	0.0265	28.7241	25.1357	0.7648	4.013	56.93766697	0.11968372	1	8.03619	12.0302	13.0406	0.19758	0.06914	0.09387	0.00642	0.00987	0.00035	24943.74192	2421.723752	0.68757657	32.5531	0.468516066	0.282177854	85.3606	0	7.51	51.14985614	43.62868258	34.07626535	10	0	3.5087719	12	25	0	318	3	0	2615.26	0.0031	0.0062	0.0031	17990.6608	79859.2566	4.0516	15.54	144.28	62.28566256
2080109	WESTERN LOWER DELMARVA	13.1675	44.9504	42.8756	0.014	41.7203	1.95	0.8137	4.0212	17.48551229	0.04706675	0.318391618	7.00614	10.3817	13.4792	0.41172	0.05876	0.1838	0.0284	0.11386	0.00027	17257.03295	75.55051557	1.244487172	6.13635	0.458633657	11.85805591	87.204	0	38.94	49.03956984	44.27662027	39.25213413	12	7	17.8159649	3	18	0	280	3	0	2580.57	0.2894	0.5959	0.2536	-62416.8494	116642.8838	6.1635	5.43	0	65.85754225
2080110	EASTERN LOWER DELMARVA	38.6974	35.6948	41.9708	0.0112	24.8631	1.1489	0.6437	3.0475	11.92260159	0.05566637	0.389658219	6.86731	10.3019	13.3406	0.41031	0.05926	0.17981	0.02758	0.11406	0.00032	17070.43514	54.23939885	1.444191932	3.86467	0.300365664	12.89885219	86.6129	0	29.05	30.88430966	48.87017089	30.17274295	11	9	8.2025697	3	19	0	268	4	0	2578.73	0.3082	0.6002	0.2702	-57231.2782	123661.1354	1.1062	2	0	67.55228814
2080201	UPPER JAMES	0.1082	12.2817	84.431	5.9577	87.6101	2.1754	0.3434	2.8263	10.59552905	0.07174341	0.166698032	6.39982	7.76614	14.3768	0.29104	0.05477	0.16133	0.01535	0.05733	0.00404	21489.993	24.49131154	0.517484848	62.21545	0.144101153	6.851965036	83.4459	0	11.06	61.11506304	12.48562587	85.32650037	11	18	12.0185321	22	57	1	350	2	0.2045031	2464.69	0.0024	0.0216	0.0079	431166.4374	3877526.297	71.2929	4.08	5.5	67.55435507
2080202	MAURY	0.2167	24.8882	67.6983	13.9098	74.8951	2.1884	0.4244	3.138	13.557767	0.07631984	0.246447788	6.47689	7.4698	14.5504	0.31354	0.05139	0.15765	0.01473	0.05661	0.00099	20484.5436	43.91113103	0.770662289	16.16553	0.263774663	6.604669759	83.0918	0	23.2	55.87867207	15.90615048	80.14921146	11	16	25.7086869	17	47	1	314	0	0	2474.85	0.0029	0.0635	0.0304	124005.7562	875566.9848	55.5996	5.8	161	65.69351422
2080203	MIDDLE JAMES-BUFFALO	0.4896	18.8332	80.9261	5.6949	80.6772	2.569	0.3716	2.9063	15.38676344	0.05844833	0.000941818	6.60493	6.95744	14.5833	0.29883	0.0571	0.14566	0.01646	0.0382	0.00257	21251.30245	81.70514856	0.936536701	29.10093	0.459301375	3.380593151	83.9027	0	14.93	76.43286069	22.86817923	72.94107121	10	12	10.5464058	20	55	1	309	0	0.1849477	2524.62	0.0075	0.0258	0.0168	811955.6009	2521858.381	51.7199	4.73	9684.41	64.97928758
2080204	RIVANNA	0.6303	25.3253	74.7787	7.5189	74.0444	2.9861	0.4238	3.1062	19.0082045	0.06468039	0.002642543	6.78419	6.99889	14.6959	0.23898	0.05808	0.11763	0.00642	0.02762	0.00177	28431.01132	185.3224001	1.992628155	36.87147	0.811536277	1.404409983	84.3814	0	20.89	74.72672864	28.24002556	65.47022831	11	6	14.9351031	15	42	1	299	0	1.2465553	2473.47	0.0142	0.034	0.0324	249987.9204	960535.6126	39.9143	6.54	38	61.30812714
2080205	MIDDLE JAMES-WILLIS	3.8093	25.7088	62.7032	2.6217	70.4819	4.6738	0.4324	3.0373	21.54875688	0.03731835	0.00411047	6.95456	7.25118	14.4196	0.26622	0.0638	0.1226	0.01283	0.01031	0.00218	29028.07106	306.0204921	0.987919027	28.92883	0.536889378	0.969043117	85.5289	0	17.25	83.21167738	28.52264993	65.63367889	10	11	5.7161297	13	55	0	271	0	0	2526.39	0.0042	0.0554	0.0139	712535.1692	1891794.437	33.9063	8.3	0	73.21720666
2080206	LOWER JAMES	8.6392	33.9027	54.0414	0.7294	57.4338	8.8608	0.6133	3.4735	25.78450012	0.05742041	0.957172529	8.16432	10.0634	13.7951	0.20719	0.06742	0.11142	0.00783	0.01043	0.0009	27828.755	516.9247565	1.586468166	83.41862	1.006051105	0.66889265	86.6898	0	17.86	74.57529598	35.8922867	54.96857485	10	3	5.6601215	14	62	0	316	2	0.515533	2547.97	0.0757	0.2478	0.0622	1076442.53	2306479.801	16.0968	8.41	5494	60.27745525
2080207	APPOMATTOX	2.9353	24.3959	73.1321	2.7152	72.6688	2.8702	0.4194	3.0049	17.09199828	0.02863139	0.003733538	7.20741	7.30107	14.3048	0.22386	0.06233	0.11422	0.01108	0.02968	0.0015	25284.83159	138.655471	1.438373938	67.42595	0.666094818	1.813821835	85.4209	0	19.02	84.47366542	30.8176808	63.63641926	10	7	5.4187844	17	61	0	286	1	0.5048474	2526.65	0.013	0.0962	0.0234	1173379.659	2934819.558	33.827	6.46	2394.7	54.8769268
2080208	HAMPTON ROADS	19.7701	60.3394	16.485	0.1168	19.8893	21.0605	0.8902	4.1581	42.63859653	0.08422011	1	8.30438	11.3447	13.1729	0.26532	0.07085	0.1066	0.01071	0.00914	0.00044	22295.55762	1450.310937	0.52075485	70.24351	0.492766126	0.69243815	84.552	0	0	0	15.20669291	0.147637795	9	0	0	9	43	0	350	5	0	2673.99	0	0	0	20417.2024	68823.0282	0.1197	26.6	683.37	72.02103239
3010101	UPPER ROANOKE	0.0925	29.1148	77.1736	10.8328	70.7927	3.4288	0.4731	3.2822	20.98256609	0.08937942	0.007641241	6.91005	7.04171	14.7927	0.26866	0.05694	0.14988	0.01291	0.02555	0.00181	24733.73346	171.1769084	0.903490074	76.17093	0.786134805	1.551363926	84.5844	0	23.89	73.99408976	31.06656318	61.54457343	10	2	15.5542584	28	57	2	333	2	0.4668701	2538.44	0.0112	0.0529	0.0357	708445.4664	2448872.09	35.5205	13.77	533.93	66.22578136
3010102	MIDDLE ROANOKE	3.6597	26.6394	68.2752	3.0925	69.6655	1.8821	0.4474	3.0968	15.69390303	0.02362044	0.001702594	7.37524	7.30367	14.6038	0.33944	0.06001	0.15313	0.02545	0.06287	0.00095	19676.53683	42.5057572	0.853444867	38.07343	0.234604461	9.388882585	85.4219	0	22.47	83.61486276	37.74041484	55.35595952	9	4	6.1430664	17	69	0	301	1	0.3983189	2591.53	0.0134	0.0571	0.0375	1033770.093	2360840.281	22.0638	9.79	0.08	62.44232522
3010103	UPPER DAN	0.4759	23.1454	83.8228	6.5214	76.3104	3.589	0.4697	3.2144	19.62688439	0.05764125	0.001805511	7.48637	8.08293	15.3164	0.31238	0.06003	0.14961	0.02062	0.0378	0.00107	21207.15087	121.8807781	0.685137789	57.97371	0.172828973	2.428265487	86.2785	0	18.36	86.44667002	39.73660911	53.69741637	11	2	9.7053014	25	60	2	318	1	0.7469972	2625.21	0.0129	0.0409	0.0362	1750006.054	3730535.477	33.6597	5.98	799	70.57230572
3010104	LOWER DAN	2.4398	25.5395	77.9538	2.7736	71.9124	3.084	0.4916	3.2409	17.04060056	0.02690356	0.001582744	7.91186	8.5908	14.9515	0.33896	0.05928	0.15402	0.0251	0.06499	0.00073	19480.6527	94.90924	0.699127676	33.65648	0.133033083	4.056326245	87.1845	0	20.98	85.09538478	40.9376145	51.44233837	9	5	5.3326614	22	66	0	287	1	0.9325099	2617.61	0.0161	0.0582	0.0535	1120361.9	1793948.434	16.1669	9.87	1.38	78.14040899
3010105	BANISTER	2.3595	32.3822	77.0022	3.8195	65.2583	1.75	0.5156	3.3401	19.39418604	0.02859962	0.007907044	7.4749	7.40958	14.8453	0.35497	0.05852	0.168	0.02635	0.05806	0.00078	19212.20402	47.41493598	0.215279392	6.08854	0.266766259	7.709683854	85.8106	0	29.14	78.82471363	40.29468548	51.34852864	9	0	7.3431803	19	42	0	235	1	0	2613.12	0.02	0.0595	0.0565	204036.4956	387766.1109	18.62	9.37	18.2	62.00470241
3010106	ROANOKE RAPIDS	3.9686	29.0949	62.9212	1.7276	66.9171	2.0815	0.4639	3.1264	17.4913334	0.02084731	0.001829851	7.88366	7.86076	14.3024	0.4086	0.05538	0.16887	0.0319	0.08687	0.00072	17606.82141	49.78300951	1.013711112	15.63737	0.129362025	10.34452525	85.1611	0	22.83	81.27831419	41.92180971	49.92229548	9	5	4.6206372	16	58	0	292	1	0.5990484	2654.31	0.0401	0.1341	0.0916	341219.5735	668277.7177	11.6846	7.24	0	58.89133501
3010107	LOWER ROANOKE	29.9977	28.2801	25.8952	0.035	41.6984	2.0186	0.6263	3.0638	13.17707007	0.03471311	0.071666243	8.29897	7.97044	13.4617	0.40534	0.06249	0.15423	0.03611	0.07928	0.00035	18304.74387	59.45810764	0.141686248	43.58981	0.125987869	4.573326754	82.4605	0	23.58	77.00537134	30.57974695	62.86383519	10	5	8.6958637	7	64	0	323	2	0.3421067	2724.41	0.1451	0.4989	0.3377	662631.8882	1240408.229	NA	NA	NA	NA
3010201	NOTTOWAY	8.8283	27.0266	55.9144	0.5914	64.1451	2.1555	0.5582	3.2595	15.98226508	0.03347759	0.027773133	7.64468	7.92231	13.9245	0.34345	0.05273	0.15062	0.02261	0.0499	0.00244	20343.39988	33.81430023	0.836697478	44.99693	0.245103512	6.718806298	84.8415	0	22.65	83.0780706	33.11380165	60.96796937	9	2	6.2338812	12	85	2	315	1	0	2626.43	0.1267	0.2347	0.1116	1108530.972	2280154.115	22.4048	19.08	108	64.36963797
3010202	BLACKWATER	12.5556	36.4809	46.3143	0.4842	50.9628	2.3029	0.7611	3.811	15.83603022	0.03861905	0.112531038	7.99862	9.23498	13.5216	0.29735	0.05763	0.13127	0.01579	0.04393	0.0012	21896.01729	63.84176284	0.920951839	52.36095	0.236834262	4.663001166	85.033	0	32.5	73.32726822	34.57994006	58.1431207	9	2	10.0688047	13	51	0	315	3	0	2616.29	0.2212	0.4399	0.1953	419434.5175	986351.4229	11.6035	17.18	12493.8	64.09617707
3010203	CHOWAN	18.899	32.0906	30.1968	0.0203	48.9975	2.1578	0.7247	3.5778	12.94393531	0.03367259	0.086108077	7.92455	7.97808	13.2896	0.38609	0.05956	0.15305	0.03219	0.07214	0.0005	18568.90414	45.95838712	0.568633129	27.1113	0.172326246	8.378619761	82.5224	0	27.92	75.51345662	33.48048506	59.443856	9	5	10.24142	9	59	1	334	2	0.6379297	2683.67	0.1553	0.4892	0.2802	407479.1336	1081076.913	1.4624	6.75	0	58.39135909
3010204	MEHERRIN	11.6075	31.6294	49.4704	0.874	56.754	1.9246	0.6241	3.4202	15.72486976	0.03040042	0.019392615	7.62948	7.74171	13.9838	0.39224	0.05179	0.15996	0.0302	0.07907	0.00226	17132.03153	40.31426192	1.065809073	88.41371	0.243617695	7.455578989	84.2544	0	27.39	79.32008924	35.83755489	56.97970158	10	2	6.7713608	12	83	0	309	1	0	2666.39	0.1162	0.2529	0.1662	1058732.967	2187916.946	19.3018	2.93	193	65.68933348
3010205	ALBEMARLE	45.2816	38.5681	14.0713	0.0003	15.8732	1.7083	0.794	3.3326	11.78787691	0.16046898	0.123268833	8.29615	8.65043	12.9069	0.2167	0.06667	0.10839	0.01067	0.03213	0.00051	25111.66228	118.1819235	1.460687943	108.13176	0.771033182	1.680819761	81.9411	0	33.86	47.8154538	20.15425349	74.28719633	12	6	19.8639133	9	55	1	392	7	0.3325354	2715.29	0.0645	0.5888	0.2452	567255.3032	2918056.655	0.1191	6.8	9712.7	48.56881648
3020101	UPPER TAR	9.2968	31.6296	59.1887	0.4856	58.976	3.2404	0.6725	3.639	18.73137846	0.0348411	0.008648263	8.63197	8.05628	14.4423	0.30928	0.06715	0.12075	0.01901	0.0506	0.00095	21322.36526	141.4723493	1.506549347	39.96236	0.701628892	4.475841473	86.5011	0	26.88	79.20979132	43.63189108	46.76780708	10	7	7.3518814	8	81	2	312	1	0.2952863	2675.77	0.0527	0.3012	0.1721	752830.9096	1519265.18	NA	NA	NA	NA
3020102	FISHING	11.5087	28.2894	48.9712	0.2787	60.1755	1.9713	0.6463	3.4743	14.56330467	0.03242459	0.006434065	8.23778	7.83091	14.0779	0.40909	0.06074	0.1517	0.0305	0.06551	0.00017	17692.63522	41.92421023	0.805553931	16.31319	0.074955209	12.82274674	84.9608	0	24.96	81.91896395	35.31888648	58.2603031	10	5	6.7973871	9	80	2	309	0	0	2674.54	0.0986	0.3593	0.2433	485301.8105	935016.0668	NA	NA	NA	NA
3020103	LOWER TAR	24.617	43.0686	23.2677	0.0193	32.2894	2.2781	0.8972	3.9644	16.58477967	0.06109694	0.077601197	9.02903	8.39252	13.6232	0.37176	0.06506	0.11014	0.02134	0.0359	0.00054	20726.81535	150.6775626	1.470500075	22.62676	0.688816403	2.6375038	83.4039	0	37.52	66.99427335	38.9628221	49.17277854	10	1	20.3652071	7	70	1	311	2	0	2767.5	0.1184	0.6093	0.328	474690.1696	856748.8768	NA	NA	NA	NA
3020104	PAMLICO	24.9255	42.0359	21.432	0.0009	32.9997	1.5799	0.8903	3.9704	14.32564734	0.15997684	0.038583796	8.7495	8.53933	12.9046	0.36608	0.05971	0.15896	0.02934	0.06748	0.00026	20365.34711	39.79370642	0.590160692	8.72746	0.528990499	5.190635945	81.0729	0	38.05	71.91073168	30.7136498	61.79890208	10	7	17.0743947	6	40	0	338	4	0	2782.53	0.0325	0.5666	0.2046	302634.2059	514138.2893	NA	NA	NA	NA
3020105	PAMLICO SOUND	58.0828	26.8293	12.9164	0.0002	14.2033	0.9233	0.5791	2.446	9.221548368	0.11580117	0.096881932	8.45139	8.44631	12.5377	0.34631	0.04907	0.16611	0.0222	0.10999	0.0005	20412.43836	19.87232651	1.647734289	9.08327	0.304813145	4.687265532	81.1229	0	20.93	61.83138252	27.55234993	64.9365835	11	12	13.1043643	5	33	0	341	6	0	2784.95	0.0486	0.4025	0.1927	141399.3732	303898.205	NA	NA	NA	NA
3020106	BOGUE-CORE SOUNDS	43.6085	20.2178	22.2956	0.0021	34.9154	2.0436	0.4547	2.3239	14.26233067	0.04111063	0.125629568	8.89174	8.3566	12.4324	0.25355	0.05865	0.14683	0.0144	0.04545	0.00045	23152.42701	109.5925421	0.976265771	16.40199	0.678872188	1.279353467	80.6729	0	15.62	64.15190936	23.57760503	70.49482589	13	10	11.4255014	6	48	0	368	5	0	2904.1	0.0374	0.3005	0.1822	392834.3383	433578.7349	NA	NA	NA	NA
3020201	UPPER NEUSE	8.397	36.0261	57.2629	0.6406	55.3992	5.273	0.7603	3.902	23.53311236	0.05854625	0.040283624	9.1967	8.49931	14.7183	0.2151	0.07127	0.08405	0.00926	0.02225	0.00129	29389.45915	389.0291684	3.975886801	36.03581	2.130334535	0.86143134	87.3587	0	27.13	72.98027439	44.43277104	43.80391215	10	1	7.2259788	13	96	2	338	2	0.6633238	2710.24	0.0416	0.242	0.1301	1783613.679	2744671.777	NA	NA	NA	NA
3020202	MIDDLE NEUSE	27.3862	41.5978	27.274	0.028	30.9744	2.5767	0.8873	3.8844	16.36348582	0.08489891	0.091554216	9.94048	8.40648	13.4554	0.34489	0.068	0.12597	0.01983	0.03971	0.00042	20724.34727	142.322396	0.938772955	23.79598	0.415079373	2.129923159	82.4333	0	35.68	69.24508701	36.69874739	52.9649058	10	2	23.201896	8	69	0	320	3	0	2767.49	0.0808	0.5093	0.2988	642230.6346	871797.6204	NA	NA	NA	NA
3020203	CONTENTNEA	21.225	46.0689	22.9608	0.0609	32.6612	2.2724	0.9821	4.3179	17.47364	0.04384721	0.279493315	9.89164	8.54031	14.1047	0.33244	0.06861	0.12007	0.02198	0.05342	0.00069	21728.48385	135.3588969	1.594005159	22.77911	0.172847586	3.067288146	84.8468	0	42.49	59.63355803	45.80786556	40.90872496	10	0	13.3935166	7	77	1	311	2	0	2760.58	0.1248	0.7274	0.4021	544520.4261	1178310.808	NA	NA	NA	NA
3020204	LOWER NEUSE	32.835	25.937	25.5544	0.0075	41.2039	2.2825	0.5641	2.8426	15.12316596	0.05048607	0.181851452	9.43012	8.38968	12.7777	0.30722	0.06959	0.14127	0.01626	0.03466	0.00072	22218.15269	96.1575519	1.126180051	36.61553	0.476208176	1.515323649	81.1546	0	20.5	75.04537891	27.56970481	66.45095932	10	10	15.1506561	6	61	0	355	3	0	2821.66	0.0626	0.34	0.2164	663741.1466	724695.6251	NA	NA	NA	NA
4120101	CHAUTAUQUA-CONNEAUT	2.3315	47.345	82.0225	2.1524	50.2507	6.538	0.7068	3.9968	24.7744761	0.0182427	0.405218331	10.0222	15.2131	14.6621	0.27451	0.06206	0.1435	0.01023	0.02221	0.00182	23351.07918	469.7198807	0.186959161	12.18694	0.486582937	0.575753653	87.034	0	36.37	60.672935	45.27648648	39.91954066	12	0	13.7591417	9	97	0	282	1	0	2154.15	0.154	0.2586	0.0505	-20466.0319	207228.2306	6.5697	0.14	1512.09	80.66290322
5010001	UPPER ALLEGHENY	0.7761	14.8289	78.884	5.3496	84.395	2.2428	0.37	2.9089	14.5094831	0.07862573	0.054972271	8.67535	12.6616	14.2501	0.31421	0.05927	0.15607	0.01248	0.03687	0.01339	20655.53175	56.692146	-0.103393368	25.39649	0.116941953	2.603589457	84.2536	3.23E-07	13.27	72.96065461	17.23749087	79.59117642	11	15	15.6230933	8	84	0	317	1	0.6018302	2081.5	0.011	0.0522	0.0081	-68168.4962	2476080.602	67.2347	4.65	668	82.62651492
5010002	CONEWANGO	3.2628	39.6367	61.841	8.0381	57.1005	2.3288	0.5907	3.6407	15.65694501	0.06532481	0.392039655	9.49527	14.3476	14.1996	0.32664	0.05797	0.16007	0.01188	0.04318	0.00679	20113.89948	113.5756853	-0.171156891	5.55393	0.166010601	2.14757494	86.0487	9.38E-08	35.63	72.64441095	29.19492048	60.24972061	11	16.6368062	22.705314	6	76	0	317	1	0.7066328	2127.54	0.1373	0.1656	0.0607	-9098.0802	585417.2244	41.301	8.38	0	81.78068646
